ID,Department,Manager,Location,DataFan
1577,DivisionX,Christopher Willis (On Leave),Madrid,no
1578,DivisionX,Christopher Willis (On Leave),Madrid,no
1579,DivisionY,2940,Thiruvananthapuram,no
1580,DivisionX,29,New York,no
1581,DivisionX,229,New York,no
1582,Customer Services,773,Kolkata,no
1583,Training,1978,New Delhi,no
1584,DivisionY,1304,Mexico City,no
1585,DivisionX,2503,Mexico City,no
1586,Training,1334,Cape Town,no
1587,DivisionX,329,Mexico City,no
1588,DivisionX,1084,Bogota,no
1589,DivisionX,948,Madrid,no
1590,DivisionX,936,Madrid,no
1591,DivisionX,965,Madrid,no
1592,Customer Services,944,Madrid,no
1593,DivisionX,Roop Chintal [C],India Operations Centre,no
1594,DivisionX,Roop Chintal [C],India Operations Centre,no
1595,DivisionX,Roop Chintal [C],India Operations Centre,no
1596,Technology,667,Manila,no
1597,DivisionY,1151,Canada,no
1598,DivisionX,2503,Mexico City,no
1599,Training,903,Sydney,no
1600,DivisionX,1748,New Delhi,no
1601,DivisionX,171,Birmingham,no
1602,DivisionX,2000,Mexico City,no
1603,DivisionX,1507,Mexico City,no
1604,DivisionX,1516,Mexico City,no
1605,DivisionX,199,Birmingham,no
1606,Training,1297,Birmingham,no
1607,Training,482,Birmingham,no
1608,Training,482,Birmingham,no
1609,DivisionX,242,Birmingham,no
1610,Training,835,Beijing,no
1611,DivisionX,Archana Neelam [C],India Operations Centre,no
1612,Technology,Srinivas Guntupalli [C],Hyderabad,no
1613,DivisionY,608,New York,no
1614,DivisionX,976,Madrid,no
1615,Technology,1751,Birmingham,no
1616,DivisionX,1277,New Delhi,no
1617,Customer Services,2736,New York,no
1618,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
1619,DivisionY,71,India Operations Centre,no
1620,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
1621,DivisionX,1032,Sao Paulo,no
1622,Training,766,New Delhi,no
1623,DivisionX,Sayali Borawake [C],India Operations Centre,no
1624,Legal,2671,Birmingham,no
1625,Technology,627,Manila,no
1626,Customer Services,2947,Manila,no
1627,Technology,105,Birmingham,no
1628,DivisionY,37,New York,no
1629,Technology,1354,Manila,no
1630,DivisionX,1916,Mexico City,no
1631,DivisionY,3073,Birmingham,no
1632,Technology,Srinivas Guntupalli [C],Hyderabad,no
1633,Operations,1126,India Operations Centre,no
1634,Technology,Srinivas Guntupalli [C],Hyderabad,no
1635,Finance,2801,Birmingham,no
1636,Finance,455,Birmingham,no
1637,Technology,2392,Manila,no
1638,HR,1808,Manila,no
1639,Operations,204,Birmingham,no
1640,DivisionY,466,New York,no
1641,DivisionX,1066,Mexico City,no
1642,Customer Services,1346,Manila,no
1643,Customer Services,1341,Manila,no
1644,Customer Services,355,Birmingham,no
1645,Training,2169,Nigeria,no
1646,Customer Services,384,Birmingham,no
1647,DivisionX,922,Lima,no
1648,DivisionX,1277,Mumbai,no
1649,DivisionX,195,India Operations Centre,no
1650,DivisionX,936,Madrid,no
1651,DivisionX,1810,Birmingham,no
1652,Operations,1469,Paris,no
1653,Technology,2530,Birmingham,no
1654,DivisionX,953,Madrid,no
1655,DivisionY,148,Birmingham,no
1656,Technology,320,Birmingham,no
1657,DivisionX,Archana Neelam [C],India Operations Centre,no
1658,DivisionY,598,New York,no
1659,Customer Services,2736,New York,no
1660,Training,903,Port Melbourne,no
1661,Training,2169,Nigeria,no
1662,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
1663,DivisionY,421,Birmingham,no
1664,DivisionX,242,Birmingham,yes
1665,HR,73,Manila,no
1666,Technology,1214,Port Melbourne,no
1667,DivisionY,608,Birmingham,no
1668,DivisionY,Dan Edwards (On Leave),Birmingham,no
1669,DivisionY,1468,New York,no
1670,DivisionY,565,Birmingham,no
1671,Training,1645,Nigeria,no
1672,Finance,1069,Mexico City,no
1673,DivisionX,936,Madrid,no
1674,DivisionX,936,Madrid,no
1675,Technology,359,Birmingham,no
1676,DivisionY,Dan Edwards (On Leave),Birmingham,no
1677,Customer Services,155,New York,no
1678,DivisionY,1468,New York,no
1679,Training,1661,Nigeria,no
1680,Training,1661,Nigeria,no
1681,Training,1661,Nigeria,no
1682,Training,1661,Nigeria,no
1683,Training,1661,Nigeria,no
1684,Training,1661,Nigeria,no
1685,Training,1661,Nigeria,no
1686,Training,1661,Nigeria,no
1687,Training,1661,Nigeria,no
1688,Training,1661,Nigeria,no
1689,DivisionX,948,Madrid,no
1690,DivisionX,987,Madrid,no
1691,DivisionX,937,Madrid,no
1692,DivisionY,571,Birmingham,no
1693,Training,1661,Nigeria,no
1694,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
1695,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
1696,DivisionX,468,India Operations Centre,no
1697,DivisionX,1038,Sao Paulo,no
1698,Training,1989,New Delhi,no
1699,Technology,688,Manila,no
1700,DivisionX,Punitha Rajamohan [C],India Operations Centre,no
1701,Technology,1762,Birmingham,no
1702,Technology,3151,Birmingham,no
1703,Technology,2069,Manila,no
1704,DivisionX,965,Madrid,no
1705,Technology,2094,Birmingham,no
1706,DivisionY,624,New York,no
1707,Technology,1703,Manila,no
1708,DivisionX,Mahasweta Patra [C],India Operations Centre,no
1709,DivisionX,Mahasweta Patra [C],India Operations Centre,no
1710,DivisionX,1508,Mexico City,no
1711,DivisionX,1450,Mexico City,no
1712,DivisionY,1217,Birmingham,no
1713,Training,1132,Birmingham,no
1714,Finance,395,Birmingham,no
1715,DivisionY,2075,Birmingham,no
1716,DivisionX,271,Birmingham,no
1717,DivisionX,1038,Sao Paulo,no
1718,DivisionY,380,Birmingham,no
1719,DivisionX,936,Madrid,no
1720,Training,2862,Birmingham,no
1721,DivisionX,Mahasweta Patra [C],India Operations Centre,no
1722,DivisionY,221,Birmingham,no
1723,DivisionX,Archana Neelam [C],India Operations Centre,no
1724,DivisionX,1014,Sao Paulo,no
1725,Technology,112,Birmingham,no
1726,DivisionX,Kiran Sai [C],India Operations Centre,no
1727,DivisionX,Sumanjit Singh [C],India Operations Centre,no
1728,Training,900,Port Melbourne,no
1729,DivisionX,801,Quito,no
1730,DivisionX,1734,New York,no
1731,DivisionX,1734,New York,no
1732,DivisionX,1529,New York,yes
1733,DivisionX,1734,New York,no
1734,DivisionX,1529,New York,no
1735,DivisionX,1734,New York,no
1736,DivisionX,1529,New York,no
1737,Finance,490,Manila,no
1738,Legal,473,Birmingham,no
1739,Training,340,Birmingham,no
1740,Technology,667,Manila,no
1741,Technology,1435,Manila,no
1742,Technology,1802,Manila,no
1743,DivisionY,421,Birmingham,no
1744,Training,886,Port Melbourne,no
1745,Technology,1219,Birmingham,no
1746,DivisionX,937,Madrid,no
1747,DivisionX,2442,New Delhi,no
1748,DivisionX,722,New Delhi,no
1749,Training,1529,New York,no
1750,Technology,Amar Rajakumarandass [C],India Operations Centre,no
1751,Technology,1138,Birmingham,no
1752,Technology,2558,Manila,no
1753,Technology,359,Manila,no
1754,DivisionX,968,Madrid,no
1755,Technology,1802,Manila,no
1756,Technology,105,Manila,no
1757,DivisionX,3316,Dubai,no
1758,Training,2007,Birmingham,no
1759,DivisionY,43,New York,no
1760,Technology,Tina Dela Cruz (On Leave),Manila,no
1761,Training,170,Birmingham,no
1762,Technology,2714,Birmingham,no
1763,DivisionY,882,Port Melbourne,no
1764,Technology,2138,Manila,no
1765,Technology,1753,Manila,no
1766,Technology,1332,Manila,no
1767,DivisionZ,1244,Manila,no
1768,Technology,2066,Manila,no
1769,Technology,2069,Manila,no
1770,Training,903,Port Melbourne,no
1771,DivisionX,1077,Mexico City,no
1772,Technology,501,Birmingham,yes
1773,Technology,3151,Birmingham,no
1774,DivisionY,165,Birmingham,no
1775,DivisionY,598,Birmingham,no
1776,DivisionX,166,Birmingham,no
1777,DivisionX,Manash Saikia [C],India Operations Centre,no
1778,Customer Services,2591,Manila,no
1779,DivisionY,2665,Birmingham,no
1780,DivisionY,1655,Birmingham,no
1781,Technology,146,Birmingham,no
1782,DivisionX,1961,Madrid,no
1783,Technology,2530,India Operations Centre,no
1784,DivisionY,298,Warsaw,no
1785,HR,415,Birmingham,no
1786,DivisionY,124,Birmingham,no
1787,DivisionX,3316,Dubai,no
1788,DivisionY,57,Birmingham,no
1789,DivisionX,177,Madrid,no
1790,HR,1071,Mexico City,no
1791,Training,1661,Nigeria,no
1792,DivisionX,361,Istanbul,no
1793,Technology,1354,Manila,no
1794,Training,1297,Birmingham,no
1795,DivisionX,333,India Operations Centre,no
1796,DivisionX,1577,Madrid,no
1797,Technology,1562,Manila,no
1798,Customer Services,1346,Manila,no
1799,HR,151,Manila,no
1800,DivisionX,452,India Operations Centre,no
1801,DivisionY,1779,Birmingham,no
1802,Technology,1824,Manila,no
1803,Technology,1435,Manila,no
1804,Training,903,Port Melbourne,no
1805,DivisionX,Irana Morrish [C],Birmingham,no
1806,Technology,661,Manila,no
1807,Customer Services,1341,Manila,no
1808,HR,347,Manila,no
1809,DivisionX,978,Madrid,no
1810,DivisionX,1865,Birmingham,no
1811,DivisionY,569,Birmingham,no
1812,Customer Services,1369,Manila,no
1813,DivisionX,1810,Birmingham,no
1814,DivisionY,173,Birmingham,no
1815,Technology,3151,Birmingham,no
1816,DivisionY,1468,New York,no
1817,DivisionX,Sayali Borawake [C],India Operations Centre,no
1818,DivisionY,469,New Delhi,no
1819,Finance,338,Birmingham,no
1820,Training,920,Port Melbourne,no
1821,HR,2089,New Delhi,no
1822,DivisionX,167,India Operations Centre,no
1823,Finance,362,Birmingham,no
1824,Technology,1138,Birmingham,no
1825,DivisionY,1273,Mexico City,no
1826,DivisionX,935,Madrid,no
1827,DivisionY,1468,New York,no
1828,DivisionX,866,Bangkok,no
1829,DivisionY,152,India Operations Centre,no
1830,DivisionY,411,Birmingham,no
1831,Training,1214,Port Melbourne,no
1832,Training,1214,Port Melbourne,no
1833,Training,1214,Port Melbourne,no
1834,Training,1214,Port Melbourne,no
1835,Training,1214,Port Melbourne,no
1836,Training,1214,Port Melbourne,no
1837,Training,1214,Port Melbourne,no
1838,Training,835,Shanghai,no
1839,DivisionX,Roop Chintal [C],India Operations Centre,no
1840,Training,2911,New Delhi,no
1841,Customer Services,1671,Nigeria,no
1842,Technology,1998,Birmingham,no
1843,Training,1645,Nigeria,no
1844,Training,1645,Nigeria,no
1845,DivisionX,Rob Bexon [C],Madrid,no
1846,Training,883,Port Melbourne,no
1847,Technology,2098,Manila,no
1848,DivisionX,159,Birmingham,no
1849,Training,1964,Birmingham,no
1850,DivisionX,1178,Amsterdam,no
1851,Training,1199,Birmingham,no
1852,DivisionX,167,Madrid,no
1853,DivisionX,334,Madrid,no
1854,Training,2902,New Delhi,no
1855,DivisionY,165,Birmingham,no
1856,DivisionX,3040,Jakarta,no
1857,Customer Services,2943,Birmingham,no
1858,Customer Services,1346,Manila,no
1859,Technology,2183,Manila,no
1860,Technology,2183,Manila,no
1861,HR,1808,Manila,no
1862,Technology,661,Manila,no
1863,DivisionY,521,Denmark,no
1864,DivisionY,165,Birmingham,no
1865,DivisionX,453,Birmingham,no
1866,Technology,2183,Manila,no
1867,Technology,456,Hyderabad,no
1868,Communications,240,Birmingham,no
1869,Technology,1417,Birmingham,no
1870,DivisionY,372,New York,no
1871,Training,1989,New Delhi,no
1872,DivisionY,616,New York,no
1873,Technology,1182,Manila,no
1874,DivisionY,221,Birmingham,no
1875,DivisionX,299,India Operations Centre,no
1876,DivisionX,1066,Mexico City,no
1877,Customer Services,1329,Manila,no
1878,Technology,710,Manila,no
1879,Operations,1906,New Delhi,no
1880,Technology,1458,Manila,no
1881,Training,778,New Delhi,no
1882,DivisionX,1000,Madrid,no
1883,DivisionX,1000,Madrid,no
1884,DivisionY,2075,Birmingham,no
1885,DivisionX,26,Birmingham,no
1886,Communications,2144,Manila,no
1887,DivisionY,421,Birmingham,no
1888,DivisionY,1655,Birmingham,no
1889,DivisionY,536,Birmingham,no
1890,Training,509,Birmingham,no
1891,DivisionX,Rajan Karthikeyan [C],India Operations Centre,no
1892,Technology,Srinivas Guntupalli [C],Hyderabad,no
1893,Finance,486,Birmingham,no
1894,DivisionX,847,Guangzhou,no
1895,Training,482,Pakistan,no
1896,DivisionZ,1289,Manila,no
1897,DivisionX,452,India Operations Centre,no
1898,DivisionZ,2069,Manila,no
1899,Technology,1168,Manila,no
1900,Technology,700,Manila,no
1901,Training,776,Kolkata,no
1902,DivisionX,259,Birmingham,no
1903,Training,1150,Birmingham,no
1904,DivisionY,494,Birmingham,yes
1905,Training,1114,New Delhi,no
1906,Operations,1315,New Delhi,no
1907,Training,760,Thiruvananthapuram,no
1908,Training,1749,New York,no
1909,DivisionX,800,Switzerland,no
1910,DivisionX,800,Switzerland,no
1911,Training,3316,Egypt,no
1912,DivisionX,1876,Mexico City,no
1913,Technology,1802,Manila,no
1914,DivisionY,1141,New York,no
1915,DivisionX,1876,Mexico City,no
1916,DivisionX,1066,Mexico City,no
1917,DivisionX,1876,Mexico City,no
1918,Training,788,Mumbai,no
1919,DivisionY,500,Birmingham,no
1920,DivisionX,1516,Mexico City,no
1921,DivisionX,1061,Mexico City,no
1922,DivisionX,1070,Mexico City,no
1923,DivisionX,361,Turin,no
1924,Training,756,Bengaluru,no
1925,DivisionX,953,Madrid,no
1926,DivisionY,2075,New York,no
1927,DivisionX,3040,Jakarta,no
1928,DivisionY,726,Kolkata,no
1929,DivisionX,1256,Madrid,no
1930,DivisionY,1189,New York,no
1931,DivisionY,608,New York,no
1932,DivisionY,608,New York,no
1933,DivisionY,86,Birmingham,no
1934,Technology,1332,Manila,no
1935,DivisionX,Rajan Karthikeyan [C],India Operations Centre,no
1936,DivisionX,3316,Saudi Arabia,no
1937,DivisionY,2368,Jakarta,no
1938,Technology,306,Birmingham,no
1939,Legal,1464,Birmingham,no
1940,DivisionX,Kiran Sai [C],Hyderabad,no
1941,DivisionX,Sumanjit Singh [C],Hyderabad,no
1942,DivisionX,Kiran Sai [C],Hyderabad,no
1943,DivisionX,Kiran Sai [C],Hyderabad,no
1944,DivisionX,944,Madrid,no
1945,Customer Services,204,Birmingham,no
1946,Training,759,Thiruvananthapuram,no
1947,DivisionX,Sayali Borawake [C],Hyderabad,no
1948,DivisionX,2583,Istanbul,no
1949,Training,1608,Birmingham,no
1950,Training,109,Birmingham,no
1951,DivisionY,571,France,no
1952,DivisionX,Rob Bexon [C],Birmingham,no
1953,DivisionY,1663,Birmingham,no
1954,DivisionX,1451,Mexico City,no
1955,DivisionX,1196,Istanbul,no
1956,DivisionX,1482,Birmingham,no
1957,DivisionX,2260,Birmingham,no
1958,Technology,1802,Manila,no
1959,DivisionX,861,Kuala Lumpur,no
1960,DivisionX,1792,Istanbul,no
1961,DivisionX,1272,Madrid,no
1962,DivisionY,380,Birmingham,no
1963,DivisionY,2604,Birmingham,no
1964,Training,1607,Birmingham,no
1965,Technology,196,Birmingham,no
1966,DivisionY,612,Birmingham,no
1967,Training,1964,Birmingham,no
1968,Customer Services,2943,Birmingham,no
1969,DivisionY,1468,New York,no
1970,DivisionX,252,Mexico City,no
1971,DivisionX,849,Guangzhou,no
1972,DivisionX,965,Madrid,no
1973,DivisionX,1974,Lima,no
1974,DivisionX,922,Lima,no
1975,DivisionY,1151,New York,no
1976,DivisionX,252,Mexico City,no
1977,DivisionX,252,Mexico City,no
1978,Training,715,New Delhi,no
1979,DivisionX,1524,Mexico City,no
1980,DivisionX,1516,Mexico City,no
1981,DivisionX,1916,Mexico City,no
1982,Customer Services,1369,Manila,no
1983,Customer Services,1346,Manila,no
1984,DivisionY,2368,Singapore,no
1985,Training,775,Kolkata,no
1986,Finance,362,Birmingham,no
1987,Technology,1191,Birmingham,no
1988,DivisionY,1966,New York,no
1989,Training,715,New Delhi,no
1990,DivisionX,Kiran Sai [C],India Operations Centre,no
1991,DivisionX,987,Madrid,no
1992,DivisionX,Nikhil Joshi [C],India Operations Centre,no
1993,Finance,64,Birmingham,no
1994,DivisionX,195,Birmingham,no
1995,DivisionX,Kanchan Ganguly [C],India Operations Centre,no
1996,DivisionY,1273,New York,no
1997,DivisionY,2604,Birmingham,no
1998,Technology,1824,Birmingham,no
1999,DivisionY,Gopal Krishna [C],India Operations Centre,no
2000,DivisionX,3126,Madrid,no
2001,Operations,1639,Birmingham,no
2002,Training,311,Birmingham,no
2003,Technology,2177,Birmingham,no
2004,DivisionY,1818,New Delhi,no
2005,Legal,Paul Morton [C],Birmingham,no
2006,DivisionY,217,Birmingham,no
2007,Training,1608,Birmingham,no
2008,Training,509,Birmingham,no
2009,Training,462,Birmingham,no
2010,DivisionX,1077,Mexico City,no
2011,Technology,1510,Manila,no
2012,Technology,2183,Manila,no
2013,Technology,2183,Manila,no
2014,DivisionY,1818,New Delhi,no
2015,HR,151,Manila,no
2016,DivisionX,Kiran Sai [C],India Operations Centre,no
2017,DivisionX,Sumanjit Singh [C],India Operations Centre,no
2018,DivisionY,1416,Birmingham,no
2019,Technology,Amar Rajakumarandass [C],India Operations Centre,no
2020,HR,73,Manila,no
2021,HR,415,Manila,no
2022,Customer Services,2685,Birmingham,no
2023,DivisionY,608,New York,no
2024,DivisionX,259,Birmingham,no
2025,Training,Alison Evans (On Leave),Birmingham,no
2026,DivisionY,2940,Chennai,no
2027,DivisionY,Dan Edwards (On Leave),New York,no
2028,Training,886,Port Melbourne,no
2029,Technology,1824,Manila,no
2030,Technology,1435,Manila,no
2031,DivisionY,2236,Birmingham,no
2032,Finance,397,Birmingham,no
2033,Technology,445,Birmingham,no
2034,Sales,Adrian Horrocks (On Leave),Birmingham,no
2035,DivisionX,271,Praha,no
2036,DivisionY,172,Birmingham,no
2037,Legal,Svetlana Shadrina (On Leave),Birmingham,no
2038,DivisionX,853,Tokyo,no
2039,DivisionX,Gopal Krishna [C],India Operations Centre,no
2040,DivisionX,1748,New Delhi,no
2041,Training,783,Chennai,no
2042,DivisionY,571,Birmingham,no
2043,Customer Services,1369,Manila,no
2044,Training,812,Cape Town,no
2045,DivisionX,849,Beijing,no
2046,Operations,1126,Birmingham,no
2047,Training,1176,Birmingham,no
2048,DivisionY,624,New York,no
2049,Training,769,Mumbai,no
2050,Training,1008,Birmingham,no
2051,DivisionX,2511,Istanbul,no
2052,Customer Services,1346,Manila,no
2053,HR,1105,Madrid,no
2054,Finance,1893,Birmingham,no
2055,Training,1964,Birmingham,no
2056,DivisionY,1127,Birmingham,no
2057,DivisionX,299,Birmingham,no
2058,DivisionY,371,Birmingham,no
2059,Training,1173,Birmingham,no
2060,DivisionY,1217,New York,no
2061,DivisionX,869,Ho Chi Minh City,no
2062,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
2063,Training,759,New Delhi,no
2064,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
2065,DivisionX,1809,Madrid,no
2066,Technology,1458,Manila,no
2067,DivisionX,Mahasweta Patra [C],India Operations Centre,no
2068,DivisionX,1175,Warsaw,no
2069,DivisionZ,675,Manila,no
2070,DivisionX,260,Birmingham,no
2071,Technology,1138,Birmingham,no
2072,DivisionX,596,Birmingham,no
2073,DivisionX,299,Birmingham,no
2074,Sales,Adrian Horrocks (On Leave),Birmingham,no
2075,DivisionY,212,New York,no
2076,DivisionX,256,Birmingham,no
2077,DivisionY,11,Birmingham,no
2078,DivisionY,523,New York,no
2079,DivisionY,148,Beijing,no
2080,DivisionX,1748,New Delhi,no
2081,DivisionX,Manash Saikia [C],India Operations Centre,no
2082,DivisionX,1961,Madrid,no
2083,DivisionX,1961,Madrid,no
2084,Technology,697,Manila,no
2085,Technology,Tina Dela Cruz (On Leave),Manila,no
2086,Technology,627,Manila,no
2087,DivisionY,609,New York,no
2088,Technology,2320,Manila,no
2089,HR,347,New Delhi,no
2090,DivisionY,511,Birmingham,no
2091,Technology,709,Manila,no
2092,Technology,2320,Manila,no
2093,DivisionY,523,Birmingham,no
2094,Technology,1138,Birmingham,no
2095,Legal,Paul Morton [C],Manila,no
2096,Technology,667,Manila,no
2097,Technology,1751,Manila,no
2098,Technology,697,Manila,no
2099,Technology,187,Birmingham,no
2100,DivisionX,858,Seoul,no
2101,DivisionX,Kiran Sai [C],India Operations Centre,no
2102,DivisionX,Sumanjit Singh [C],India Operations Centre,no
2103,DivisionX,853,Tokyo,no
2104,Training,1132,Birmingham,no
2105,DivisionX,3121,Birmingham,no
2106,Training,1112,Birmingham,no
2107,Technology,2069,Manila,no
2108,Technology,643,Manila,no
2109,Technology,679,Manila,no
2110,Technology,700,Manila,no
2111,DivisionY,421,Birmingham,no
2112,DivisionX,159,Birmingham,no
2113,DivisionY,54,Birmingham,no
2114,Technology,381,Kolkata,no
2115,DivisionY,358,Birmingham,no
2116,DivisionX,801,Quito,no
2117,DivisionY,740,New Delhi,no
2118,DivisionY,1997,Birmingham,no
2119,Technology,381,Kolkata,no
2120,Technology,381,Kolkata,no
2121,Technology,381,Kolkata,no
2122,Technology,381,Kolkata,no
2123,Technology,381,Kolkata,no
2124,DivisionX,1287,Turin,no
2125,DivisionY,1963,Birmingham,no
2126,Technology,381,Kolkata,no
2127,Technology,652,Manila,no
2128,Technology,1351,Manila,no
2129,DivisionX,1066,Mexico City,no
2130,DivisionX,1066,Mexico City,no
2131,DivisionY,1314,Birmingham,no
2132,DivisionX,Kiran Sai [C],India Operations Centre,no
2133,DivisionX,1513,Mexico City,no
2134,Training,1337,India Operations Centre,no
2135,Training,235,India Operations Centre,no
2136,DivisionX,Sayali Borawake [C],India Operations Centre,no
2137,DivisionY,2540,New York,no
2138,Technology,1705,Manila,no
2139,Training,1713,Birmingham,no
2140,DivisionY,1189,New York,no
2141,DivisionX,Rajan Karthikeyan [C],India Operations Centre,no
2142,DivisionY,1119,New York,no
2143,Facilities,55,Birmingham,no
2144,Communications,250,Birmingham,no
2145,DivisionX,1732,New York,no
2146,DivisionX,1732,New York,no
2147,DivisionX,1732,New York,no
2148,Training,2007,Birmingham,no
2149,Finance,69,Birmingham,no
2150,Customer Services,878,Singapore,no
2151,Technology,1802,Manila,no
2152,Finance,490,Manila,no
2153,Legal,Paul Morton [C],Birmingham,no
2154,DivisionX,936,Madrid,no
2155,DivisionX,968,Madrid,no
2156,Technology,Srinivas Guntupalli [C],Hyderabad,no
2157,DivisionX,452,India Operations Centre,no
2158,Technology,3073,Birmingham,no
2159,Technology,359,Birmingham,no
2160,Technology,Srinivas Guntupalli [C],Hyderabad,no
2161,Training,883,Port Melbourne,no
2162,Training,883,Port Melbourne,no
2163,DivisionX,Radhika Radhakrishnan [C],India Operations Centre,no
2164,DivisionX,Archana Neelam [C],India Operations Centre,no
2165,Technology,416,Birmingham,no
2166,Technology,1182,Manila,no
2167,Technology,680,Manila,no
2168,Finance,69,Birmingham,no
2169,Training,2693,Nigeria,no
2170,DivisionX,1524,Mexico City,no
2171,DivisionX,1224,Athens,no
2172,Training,202,Birmingham,no
2173,Training,202,Birmingham,no
2174,Technology,1802,Manila,no
2175,Finance,1069,Mexico City,no
2176,Finance,719,New Delhi,no
2177,Technology,81,Birmingham,no
2178,DivisionX,1070,Mexico City,no
2179,Technology,631,Manila,no
2180,Technology,2094,Birmingham,no
2181,Training,918,Port Melbourne,no
2182,Technology,1191,Birmingham,no
2183,Technology,2069,Manila,no
2184,DivisionX,468,Birmingham,no
2185,Technology,105,Birmingham,no
2186,DivisionX,Manash Saikia [C],India Operations Centre,no
2187,DivisionX,Purnima Singh [C],India Operations Centre,no
2188,Technology,1753,Manila,no
2189,Technology,1252,Warsaw,no
2190,Technology,2530,Birmingham,no
2191,DivisionX,1061,Mexico City,no
2192,DivisionX,357,Birmingham,no
2193,Finance,1069,Mexico City,no
2194,DivisionX,1084,Bogota,no
2195,DivisionX,32,Birmingham,no
2196,DivisionX,256,Birmingham,no
2197,Finance,362,Birmingham,no
2198,Sales,88,Birmingham,no
2199,Technology,643,Manila,no
2200,DivisionX,452,India Operations Centre,no
2201,DivisionX,452,India Operations Centre,no
2202,Operations,455,Birmingham,no
2203,Operations,455,Birmingham,no
2204,DivisionX,1734,New York,no
2205,Training,482,Birmingham,no
2206,DivisionX,1734,New York,no
2207,Technology,1168,Manila,no
2208,Technology,1998,Birmingham,no
2209,Customer Services,1341,Manila,no
2210,Customer Services,1877,Manila,no
2211,Finance,338,Birmingham,no
2212,DivisionX,1916,Mexico City,no
2213,DivisionX,1734,New York,no
2214,Technology,1398,Birmingham,no
2215,HR,151,Manila,no
2216,Technology,416,Birmingham,no
2217,DivisionX,1,Birmingham,no
2218,DivisionY,2630,Birmingham,no
2219,DivisionX,452,Birmingham,no
2220,DivisionX,1974,Lima,no
2221,DivisionX,1974,Lima,no
2222,Technology,700,Manila,no
2223,DivisionX,452,Birmingham,no
2224,DivisionY,508,Birmingham,no
2225,DivisionX,304,Birmingham,no
2226,Customer Services,1451,Mexico City,no
2227,DivisionY,2087,New York,no
2228,Technology,1215,Birmingham,no
2229,DivisionY,298,Birmingham,no
2230,HR,347,New York,no
2231,Technology,1460,Manila,no
2232,DivisionY,1124,Birmingham,no
2233,Training,1446,Birmingham,no
2234,Training,1964,Birmingham,no
2235,Technology,2530,Hyderabad,no
2236,DivisionY,86,Birmingham,no
2237,Training,237,Birmingham,no
2238,Technology,2183,Manila,no
2239,DivisionX,184,India Operations Centre,no
2240,DivisionX,2178,Mexico City,no
2241,DivisionX,1061,Mexico City,no
2242,DivisionX,236,Birmingham,no
2243,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
2244,DivisionX,452,Birmingham,no
2245,DivisionX,452,Birmingham,no
2246,DivisionX,236,Birmingham,no
2247,DivisionX,1175,Warsaw,no
2248,DivisionX,Nikhil Joshi [C],India Operations Centre,no
2249,DivisionX,Nikhil Joshi [C],India Operations Centre,no
2250,DivisionX,Nikhil Joshi [C],India Operations Centre,no
2251,DivisionX,2240,Mexico City,no
2252,Technology,1378,Manila,no
2253,Technology,2138,Manila,no
2254,DivisionY,428,India Operations Centre,no
2255,DivisionY,428,India Operations Centre,no
2256,Technology,2183,Manila,no
2257,Technology,1760,Manila,no
2258,DivisionX,6,Birmingham,no
2259,DivisionX,2747,Birmingham,no
2260,DivisionX,1368,Birmingham,no
2261,DivisionY,Kiran Reddy Vangala [C],India Operations Centre,no
2262,DivisionY,380,Birmingham,no
2263,Customer Services,1294,Birmingham,no
2264,DivisionY,173,Birmingham,no
2265,Technology,1214,Port Melbourne,no
2266,Training,2753,Birmingham,no
2267,DivisionX,199,Hyderabad,no
2268,DivisionX,2309,Moscow,no
2269,DivisionX,948,Madrid,no
2270,DivisionY,65,Birmingham,no
2271,HR,73,Birmingham,no
2272,DivisionX,236,Birmingham,no
2273,Technology,346,Hyderabad,no
2274,DivisionX,1916,Mexico City,no
2275,DivisionX,1736,New York,no
2276,DivisionY,2997,Beijing,no
2277,DivisionX,1955,Istanbul,no
2278,DivisionX,1792,Istanbul,no
2279,Technology,705,Manila,no
2280,DivisionX,Sumanjit Singh [C],India Operations Centre,no
2281,Technology,1741,Manila,no
2282,Customer Services,1369,Manila,no
2283,Customer Services,1346,Manila,no
2284,DivisionX,978,Madrid,no
2285,DivisionX,1196,Istanbul,no
2286,DivisionY,380,Birmingham,no
2287,Technology,1460,Manila,no
2288,Technology,2069,Manila,no
2289,DivisionY,1270,Birmingham,no
2290,DivisionX,1077,Mexico City,no
2291,DivisionX,3040,Jakarta,no
2292,DivisionY,221,Birmingham,no
2293,DivisionX,845,Beijing,no
2294,Training,916,Port Melbourne,no
2295,Training,Santosh Aluru [C],Hyderabad,no
2296,DivisionX,1066,Mexico City,no
2297,Finance,451,Manila,no
2298,Training,3058,New Delhi,no
2299,DivisionY,2014,New Delhi,no
2300,DivisionY,11,India Operations Centre,no
2301,DivisionY,1275,Port Melbourne,no
